Date,"Albany County, WY","Big Horn County, WY","Campbell County, WY","Carbon County, WY","Converse County, WY","Crook County, WY","Fremont County, WY","Goshen County, WY","Hot Springs County, WY","Johnson County, WY","Laramie County, WY","Lincoln County, WY","Natrona County, WY","Niobrara County, WY","Park County, WY","Platte County, WY","Sheridan County, WY","Sublette County, WY","Sweetwater County, WY","Teton County, WY","Uinta County, WY","Washakie County, WY","Weston County, WY"
01/1990,5.8,7.2,5.3,6.7,8.8,5.4,11.1,5.0,5.1,6.3,6.7,8.4,7.7,5.6,7.2,7.5,7.2,3.9,6.7,2.5,8.0,5.4,6.3
01/1991,4.2,7.8,5.7,8.0,8.0,4.0,9.3,4.2,5.3,8.6,5.6,10.3,7.3,6.2,6.3,8.1,8.3,4.2,7.6,3.0,8.3,4.7,7.5
01/1992,3.6,7.9,6.5,8.2,7.6,4.7,10.1,4.5,5.7,10.0,5.4,12.5,8.6,7.2,6.6,7.8,8.4,5.6,7.9,4.9,9.7,5.3,8.1
01/1993,3.5,7.3,6.5,7.9,6.5,4.1,8.5,4.5,6.6,6.5,4.8,9.6,9.0,4.8,5.7,7.1,5.9,3.8,7.4,2.7,8.4,7.3,5.8
01/1994,3.2,7.9,6.0,7.3,7.5,5.1,9.6,4.4,6.2,7.0,5.4,9.4,8.1,3.9,6.0,7.5,7.5,4.7,6.7,2.7,9.3,6.6,7.8
01/1995,3.1,7.9,5.7,6.5,6.7,5.4,9.3,4.6,6.3,6.2,4.8,10.0,6.4,3.8,6.5,6.4,6.8,4.4,5.6,2.3,8.4,5.7,7.5
01/1996,2.3,7.4,5.4,7.1,5.9,5.7,9.2,6.4,5.0,5.0,4.6,7.9,7.4,2.7,5.9,5.1,7.1,5.7,6.2,3.2,8.3,5.6,6.0
01/1997,2.4,7.2,6.7,7.7,8.0,6.3,9.9,6.9,5.6,6.2,4.9,7.7,6.7,3.7,7.3,5.6,7.5,4.0,7.6,2.9,7.4,4.3,7.3
01/1998,2.7,6.3,5.2,6.6,5.5,7.4,9.7,7.1,5.4,6.1,4.6,8.0,6.1,3.2,6.1,5.9,7.0,2.8,5.9,2.2,6.2,4.6,6.4
01/1999,2.5,7.5,6.9,7.8,6.5,7.6,8.9,6.2,6.3,4.7,4.3,7.7,6.0,4.5,5.9,6.2,6.7,4.6,7.1,2.2,7.8,5.9,7.4
01/2000,4.0,6.7,4.2,5.2,5.6,5.3,6.8,5.3,4.6,5.2,5.0,5.5,5.0,4.2,5.9,5.8,5.7,4.1,5.3,3.1,5.0,5.1,5.7
01/2001,4.0,6.0,3.4,5.6,4.9,4.8,7.1,5.5,4.8,5.2,4.8,5.1,4.6,6.1,5.8,5.5,5.3,3.3,4.7,2.6,4.2,4.4,5.8
01/2002,3.6,6.3,3.1,6.4,4.9,4.5,6.3,5.5,5.7,5.0,4.9,5.9,4.7,5.0,5.9,5.7,4.8,3.3,4.9,3.3,5.0,6.1,4.8
01/2003,3.6,7.4,4.1,6.0,5.6,5.4,7.6,6.1,5.6,6.2,5.2,6.5,5.2,7.0,6.5,6.3,5.6,3.8,5.2,3.7,5.9,6.4,5.7
01/2004,3.5,6.3,3.9,6.4,5.0,5.4,6.9,5.6,5.5,5.7,5.2,5.2,4.7,5.5,6.0,6.7,5.4,3.1,4.3,3.5,4.8,4.9,4.7
01/2005,3.2,6.0,3.2,4.6,4.6,4.9,5.9,5.2,4.4,5.0,5.0,5.1,4.1,4.9,5.2,6.1,4.9,2.5,3.7,3.4,4.5,4.3,4.7
01/2006,3.2,5.6,2.8,4.7,4.2,3.8,5.5,4.6,4.9,4.2,4.7,5.1,3.8,4.6,5.3,5.9,4.4,2.3,3.4,2.8,3.8,4.5,4.8
01/2007,2.9,5.3,2.3,3.7,3.5,3.4,4.8,3.9,4.0,3.8,4.5,3.8,3.3,3.6,4.6,5.1,3.6,1.7,2.7,2.4,3.3,4.2,3.7
01/2008,3.2,5.3,2.3,3.5,3.3,4.1,5.3,3.9,3.7,4.3,4.8,3.6,3.4,5.0,4.7,5.2,3.7,2.0,2.7,2.4,3.4,4.2,4.1
01/2009,3.6,6.9,3.4,6.2,4.5,4.9,6.9,4.8,5.5,5.8,6.4,7.2,4.6,5.2,6.5,6.4,6.0,2.7,4.1,5.5,4.8,5.8,5.5
01/2010,5.3,9.5,8.0,8.4,6.9,6.5,9.0,5.5,6.5,9.1,8.2,10.3,8.6,6.1,8.4,7.2,9.4,7.8,8.7,7.9,9.4,7.8,6.1
01/2011,4.7,8.0,6.0,7.8,5.7,5.8,8.2,5.2,6.2,8.3,7.7,10.0,7.6,5.0,8.1,6.1,9.0,6.1,6.7,8.0,7.4,7.6,6.2
01/2012,4.9,6.7,5.1,6.7,5.2,5.4,7.5,5.5,6.0,7.2,7.1,9.2,6.3,4.5,7.4,6.2,8.0,5.0,5.7,7.6,6.5,6.8,5.4
01/2013,4.6,6.6,5.5,6.0,4.5,6.3,7.3,4.9,6.1,6.4,6.4,7.9,5.5,4.3,7.1,5.8,7.5,6.6,5.4,6.7,6.5,6.8,4.9
01/2014,4.0,6.0,4.4,4.9,3.8,4.8,6.4,4.1,5.1,6.2,5.4,7.0,5.2,3.9,6.3,5.1,6.3,5.1,4.8,5.1,5.9,5.7,4.0
01/2015,3.7,4.8,3.7,4.5,3.4,4.4,6.1,3.7,4.5,6.1,4.9,6.1,4.4,3.4,5.5,4.6,5.5,5.3,4.4,4.1,4.8,4.7,4.0
01/2016,3.7,6.2,6.1,5.7,5.8,5.3,8.3,4.0,5.6,7.3,5.1,6.2,7.2,4.2,6.5,5.7,6.5,7.3,6.5,3.7,6.4,5.5,4.3
01/2017,3.5,5.7,6.9,5.2,5.9,5.3,7.7,3.4,5.2,6.5,4.7,5.0,7.5,3.4,6.5,4.9,5.7,6.5,6.2,3.0,6.1,5.2,5.2
02/1990,5.3,8.7,6.3,6.4,7.3,4.4,9.7,7.8,5.5,7.7,5.9,8.0,7.1,7.1,6.9,6.2,7.1,3.8,6.0,2.1,7.9,6.9,5.8
02/1991,3.9,6.5,5.8,6.9,6.2,3.5,8.6,3.8,4.5,6.6,5.0,10.2,6.6,5.4,5.5,6.9,7.7,3.7,7.3,3.0,8.6,6.4,6.4
02/1992,3.5,7.0,6.4,7.4,7.4,3.8,9.5,5.8,5.9,9.5,4.9,12.0,7.9,7.3,5.8,7.9,7.6,6.2,7.5,4.6,10.1,4.8,7.9
02/1993,3.1,7.0,7.4,7.3,6.4,4.4,8.7,6.8,6.9,5.7,4.3,9.9,8.3,5.1,5.7,6.4,5.4,4.5,7.3,3.1,10.2,7.0,6.5
02/1994,3.1,8.5,6.2,6.7,6.8,5.8,9.4,6.4,5.8,6.3,5.1,8.8,7.9,3.7,6.0,6.9,7.3,5.1,6.2,2.6,9.3,6.1,8.4
02/1995,2.5,8.6,5.4,7.3,6.0,4.9,8.9,5.6,5.2,5.2,4.2,10.0,6.5,2.7,5.9,5.6,6.2,4.8,5.7,2.2,7.8,7.9,6.0
02/1996,2.0,8.4,4.9,6.3,5.1,5.3,8.8,6.4,4.3,4.8,4.0,7.0,7.0,2.3,5.2,4.4,5.9,5.1,7.0,2.9,8.5,5.0,5.4
02/1997,2.3,6.5,6.0,6.4,7.5,5.7,9.5,6.7,4.3,6.0,4.4,7.3,6.4,2.0,6.7,5.8,6.5,4.2,6.5,2.9,6.8,6.5,7.0
02/1998,2.6,5.9,5.3,6.8,5.4,7.4,9.0,6.3,4.8,5.5,3.9,6.8,5.6,2.6,5.6,5.4,6.6,3.5,5.9,2.1,6.2,4.6,6.0
02/1999,2.3,7.4,5.9,7.2,5.9,6.6,8.6,5.3,5.4,4.5,3.7,6.9,5.7,3.2,5.4,5.6,6.3,4.9,7.2,2.5,8.4,6.7,7.3
02/2000,3.8,6.1,3.8,4.8,5.1,4.8,6.3,4.8,4.4,4.7,4.5,5.2,4.6,4.2,5.3,4.8,5.2,4.0,4.9,2.8,4.8,5.6,5.2
02/2001,3.7,5.8,3.0,5.2,4.8,4.7,6.4,5.0,4.4,5.1,4.5,5.0,4.2,5.6,5.1,5.7,4.8,3.3,4.2,2.5,4.1,4.3,5.1
02/2002,3.5,6.6,3.0,5.9,4.3,4.5,5.8,5.0,5.6,4.4,4.5,5.7,4.1,4.2,5.7,5.8,4.8,3.2,4.5,3.4,4.7,5.8,4.5
02/2003,3.5,6.5,4.3,6.9,5.6,5.2,6.9,5.5,5.3,5.9,4.9,5.7,4.8,5.8,5.8,6.0,5.4,3.5,4.7,3.8,5.7,5.8,5.8
02/2004,3.3,5.7,3.6,5.7,4.8,5.1,6.4,5.3,4.9,5.1,4.7,5.0,4.3,4.5,5.3,6.5,4.9,2.8,3.8,3.1,4.4,4.9,4.8
02/2005,2.8,5.8,2.8,4.4,4.1,4.2,5.3,4.9,4.2,4.7,4.5,4.7,3.6,4.5,4.8,5.6,4.3,2.3,3.2,3.0,3.9,5.0,4.2
02/2006,2.8,5.2,2.5,4.2,3.9,3.2,5.0,4.7,4.6,3.7,4.3,4.7,3.4,3.9,4.8,5.1,3.9,2.2,2.9,2.6,3.5,4.0,4.2
02/2007,2.6,4.7,2.2,3.3,3.3,3.2,4.4,3.4,3.8,3.8,4.1,3.5,2.9,2.6,4.0,4.6,3.4,1.7,2.4,2.3,2.9,4.5,3.3
02/2008,2.7,4.8,2.1,3.3,3.2,3.7,5.1,4.3,4.0,4.1,4.4,3.8,3.1,4.1,4.5,4.5,3.5,1.9,2.5,2.4,3.2,4.8,3.3
02/2009,3.4,8.7,3.9,6.9,5.0,5.0,7.2,5.4,5.2,6.6,6.2,8.0,5.0,4.9,6.3,6.0,6.3,3.2,4.5,5.8,5.4,5.9,5.6
02/2010,5.0,8.4,7.6,8.1,6.4,6.2,8.5,5.2,5.9,9.3,7.8,10.4,8.2,5.6,7.9,6.6,9.3,7.6,8.5,7.7,9.2,7.5,6.1
02/2011,4.6,7.9,5.7,7.4,5.7,5.8,7.9,5.2,5.7,8.5,7.2,9.8,7.3,4.7,7.5,5.5,8.6,5.6,6.2,7.5,7.1,6.9,5.7
02/2012,4.6,6.3,4.9,6.3,4.9,5.7,7.0,5.2,5.4,6.9,6.6,8.9,5.7,4.3,6.8,5.7,7.5,4.8,5.4,6.9,6.1,6.6,4.9
02/2013,4.3,6.1,4.9,5.4,4.3,5.7,6.8,4.5,5.8,6.5,5.8,7.4,5.1,3.8,6.6,4.9,7.4,6.1,5.0,5.9,6.0,6.4,4.5
02/2014,3.7,5.7,3.9,4.6,3.4,4.7,6.1,3.9,5.0,6.0,5.1,6.6,4.7,3.6,5.9,4.6,5.9,5.0,4.5,4.6,5.6,5.5,3.6
02/2015,3.4,4.9,3.6,4.4,3.4,4.2,5.8,3.2,4.5,5.9,4.3,5.9,4.2,3.2,5.1,4.3,5.0,6.0,4.5,3.7,4.9,4.8,3.8
02/2016,3.2,6.2,6.6,6.1,6.2,5.1,8.5,3.8,5.7,7.3,4.7,6.0,7.4,3.5,6.4,5.9,6.1,7.4,6.2,3.0,6.2,6.0,4.2
02/2017,2.9,5.0,6.1,5.1,5.3,4.9,7.1,2.9,4.9,5.6,4.1,4.7,6.7,3.3,5.9,4.6,5.1,6.0,5.7,2.9,5.7,5.0,4.8
03/1990,5.6,7.9,5.3,6.4,6.7,4.4,8.8,7.6,4.0,6.9,5.8,8.3,6.6,7.2,6.2,6.2,6.6,4.4,6.0,1.8,8.4,6.3,6.2
03/1991,3.8,7.0,4.7,6.7,5.8,3.7,7.9,6.7,4.5,5.6,4.6,10.2,6.5,5.6,4.9,6.2,7.4,3.5,7.0,3.0,8.7,5.9,6.9
03/1992,3.3,8.6,6.5,7.6,7.0,3.7,8.6,7.3,5.8,8.4,4.7,11.9,7.7,6.3,4.9,7.2,6.9,5.5,7.1,4.2,9.8,7.2,7.8
03/1993,2.9,7.5,7.1,7.7,7.0,4.8,8.6,5.3,6.2,6.1,4.1,11.0,8.0,4.8,5.6,6.4,5.5,5.0,6.8,2.9,10.9,8.2,6.3
03/1994,2.9,7.7,6.3,6.8,6.8,5.4,9.2,6.3,5.5,5.6,4.5,9.3,7.7,2.7,5.5,6.4,6.9,5.0,6.5,3.2,9.0,6.2,7.6
03/1995,2.4,7.2,5.1,6.5,5.5,4.9,8.3,5.6,4.9,4.8,4.0,9.7,5.9,3.1,5.1,4.6,6.0,5.9,5.8,2.9,7.9,7.5,6.5
03/1996,1.9,8.7,4.9,6.4,5.9,5.4,8.8,6.4,4.6,4.8,4.1,9.6,7.0,2.9,5.1,4.3,6.0,5.9,6.7,3.3,7.9,6.9,6.4
03/1997,2.4,7.4,6.0,6.2,7.1,6.3,9.0,5.6,5.2,6.2,3.9,7.9,6.3,2.2,6.0,5.0,6.7,4.3,6.3,2.8,6.3,6.7,6.9
03/1998,2.7,7.1,5.6,6.7,6.2,7.8,8.7,5.8,5.3,5.3,3.9,7.8,5.5,2.7,5.8,5.4,6.3,3.9,5.5,2.1,5.7,7.6,5.9
03/1999,2.0,7.9,6.1,6.7,5.9,6.2,7.8,4.8,5.6,4.1,3.5,8.3,5.6,3.5,5.2,5.1,6.5,5.8,7.2,2.0,7.8,8.4,7.0
03/2000,3.7,6.1,3.8,4.5,4.6,5.0,5.7,4.2,4.3,4.4,4.1,5.0,4.5,3.6,5.0,4.2,4.8,3.9,4.4,2.8,4.7,6.5,4.9
03/2001,3.7,6.0,3.1,5.1,4.6,4.7,6.1,4.7,4.8,4.8,4.3,5.0,4.1,4.7,5.0,5.4,4.6,3.1,4.3,2.6,4.2,5.3,5.2
03/2002,3.6,6.6,3.2,5.4,4.6,4.9,6.0,4.6,5.8,4.5,4.5,5.8,4.3,5.1,5.8,5.4,4.8,3.4,4.5,3.4,4.8,6.3,4.7
03/2003,3.3,6.3,4.2,6.8,5.5,5.4,7.0,5.1,4.7,5.5,4.7,5.8,4.6,5.6,5.9,5.6,5.4,3.4,4.4,4.0,5.4,5.6,5.5
03/2004,3.0,5.4,3.3,5.5,4.3,4.6,6.3,4.9,4.7,4.4,4.6,4.9,4.1,4.2,5.1,5.5,4.7,2.9,3.6,3.3,4.4,5.0,4.4
03/2005,2.7,5.5,2.6,4.4,3.9,4.0,5.2,5.2,4.2,4.4,4.4,4.9,3.5,4.1,4.8,5.0,4.2,2.3,3.0,2.9,4.0,5.3,4.4
03/2006,3.0,5.2,2.3,4.1,3.9,3.1,5.2,4.9,4.6,3.3,4.2,4.6,3.3,3.5,4.7,4.7,3.8,2.0,2.7,2.6,3.5,5.1,3.7
03/2007,2.7,5.2,2.2,3.2,3.0,3.2,4.3,3.2,4.0,3.8,4.1,3.2,2.8,2.6,3.9,4.0,3.5,1.6,2.5,2.4,3.0,4.3,3.5
03/2008,2.5,4.8,2.2,3.3,2.9,3.5,4.6,4.1,4.0,4.2,4.3,4.2,3.0,4.1,4.5,4.4,3.8,1.6,2.4,2.4,3.2,5.7,3.2
03/2009,4.1,10.6,4.8,7.9,5.9,6.1,8.1,5.8,6.0,7.4,6.5,8.9,5.9,5.5,7.0,6.3,7.1,4.1,5.6,6.4,6.5,6.6,6.2
03/2010,5.1,7.9,7.5,7.8,6.3,6.0,8.3,5.3,5.8,8.6,7.7,10.6,7.9,5.1,7.6,6.5,8.9,7.2,8.1,7.9,8.6,7.6,5.9
03/2011,4.7,7.6,5.6,7.1,5.3,5.4,7.5,5.3,5.7,7.9,6.9,9.8,7.0,4.4,7.1,5.4,8.3,5.6,6.0,7.4,7.2,6.6,5.4
03/2012,4.6,6.5,4.9,6.0,4.7,5.6,6.5,5.1,4.9,6.5,6.3,8.7,5.4,4.5,6.8,5.2,7.3,5.1,5.4,7.0,6.0,6.3,4.7
03/2013,4.1,6.2,4.8,5.0,4.1,5.5,6.3,4.5,5.3,6.1,5.4,7.4,4.9,3.8,6.4,4.7,7.0,5.7,4.8,5.9,5.8,6.0,4.1
03/2014,3.6,5.6,3.8,4.6,3.2,4.7,5.7,4.0,4.6,5.5,4.7,6.4,4.5,3.7,5.5,4.2,5.6,5.1,4.4,4.6,5.5,5.3,3.5
03/2015,3.3,5.4,3.9,4.5,3.7,4.2,6.0,3.4,4.9,6.0,4.3,5.8,4.8,2.9,5.2,3.9,4.9,5.9,4.8,3.6,5.2,5.0,3.9
03/2016,3.3,6.0,7.5,6.3,6.7,5.4,8.3,3.8,5.3,6.8,4.6,5.9,7.6,3.5,6.0,5.9,5.8,8.4,6.5,3.5,6.7,6.0,4.7
03/2017,3.1,4.9,5.7,5.0,5.0,4.8,6.5,3.0,4.6,5.4,4.1,4.5,6.0,3.7,5.5,4.6,4.7,5.8,5.2,2.8,5.5,4.7,4.8
04/1990,5.5,6.1,5.6,6.0,5.1,2.7,7.5,5.5,4.2,5.8,5.0,6.6,5.8,4.5,5.0,4.2,5.9,3.8,4.9,2.7,7.7,5.5,4.7
04/1991,3.8,6.0,4.3,5.3,5.0,3.5,6.6,4.4,3.9,4.4,4.1,7.9,6.3,5.5,4.7,4.4,5.9,3.7,5.9,3.6,7.9,5.8,4.6
04/1992,2.6,7.7,5.7,5.8,5.7,3.1,7.6,5.0,5.4,6.6,4.2,9.1,7.1,5.8,4.7,5.6,5.9,3.7,6.4,5.4,9.3,5.9,7.2
04/1993,2.7,5.9,5.7,7.2,5.5,4.7,6.9,3.8,4.7,4.6,3.7,9.3,7.4,3.5,4.2,5.4,4.4,5.0,5.8,5.2,10.2,7.2,7.0
04/1994,2.5,6.0,5.2,5.7,5.1,3.4,7.2,5.1,5.2,3.9,5.0,7.0,6.7,2.4,3.6,4.8,4.7,3.8,5.2,4.9,8.5,6.5,6.3
04/1995,2.1,5.5,4.7,6.1,5.0,3.9,7.3,4.6,3.9,3.8,3.7,8.7,5.5,2.6,4.2,4.5,5.1,5.1,5.2,4.8,7.3,6.7,5.5
04/1996,1.9,5.8,4.4,5.8,4.9,4.8,8.0,4.8,3.7,4.1,3.6,8.3,6.6,2.8,4.5,3.9,5.4,4.8,6.6,5.3,8.1,6.2,5.3
04/1997,2.3,6.3,5.8,4.9,6.5,5.4,7.8,5.2,4.2,5.1,3.7,7.3,5.9,1.6,4.6,4.1,5.7,3.5,6.0,5.1,6.5,5.9,7.3
04/1998,2.1,6.3,4.5,5.3,5.5,5.4,8.1,4.2,5.0,4.3,3.3,6.8,5.0,3.2,5.2,5.2,5.0,3.5,5.2,4.0,5.1,6.7,5.0
04/1999,2.0,6.3,5.6,5.2,4.6,5.2,7.4,3.1,5.3,3.3,3.0,6.7,5.4,2.7,5.1,4.2,4.7,5.6,5.7,4.2,6.8,7.2,6.0
04/2000,3.3,5.1,3.1,4.5,3.8,3.7,5.1,3.4,3.6,4.1,3.6,4.3,3.8,3.2,4.2,3.4,4.0,3.1,3.7,3.5,4.2,5.2,4.3
04/2001,3.2,4.7,2.7,4.1,4.0,4.2,5.5,4.0,4.4,4.0,3.8,4.0,3.6,3.9,4.3,4.0,3.9,2.7,3.7,3.6,3.8,4.8,4.4
04/2002,3.4,5.3,3.1,4.9,4.1,4.5,5.2,4.2,4.8,4.2,4.0,4.9,4.1,4.7,5.2,4.4,4.3,3.4,4.1,4.4,4.3,5.4,4.3
04/2003,3.1,4.8,3.9,5.8,4.8,4.7,5.8,4.1,4.2,4.4,4.3,5.1,4.3,4.8,4.8,4.9,4.5,3.1,4.1,5.6,5.1,4.9,4.9
04/2004,2.8,4.3,2.9,4.2,3.7,3.7,5.1,4.1,3.8,3.2,4.1,4.0,3.5,3.7,4.1,4.7,3.6,2.6,3.1,4.8,3.8,4.1,3.9
04/2005,2.6,4.4,2.4,3.8,3.5,3.4,4.5,4.3,3.9,3.5,4.0,4.0,3.2,3.9,4.2,4.4,3.6,2.1,2.8,4.6,3.5,4.3,3.7
04/2006,2.6,4.1,2.1,3.6,3.4,3.0,4.2,4.2,3.9,3.1,3.7,3.7,2.8,3.3,3.8,4.0,3.1,1.8,2.4,4.1,3.0,3.9,3.4
04/2007,2.4,4.3,2.2,3.0,2.9,3.1,3.9,3.3,3.6,3.8,3.6,2.9,2.6,2.4,3.4,3.4,3.3,1.5,2.2,3.6,2.7,3.7,3.2
04/2008,2.3,3.9,1.9,3.1,2.5,3.1,3.9,3.6,3.4,3.2,3.7,3.7,2.7,3.1,3.8,3.5,3.1,1.4,2.3,4.2,2.8,3.6,2.8
04/2009,3.9,11.2,5.5,7.7,6.2,6.7,8.4,5.5,6.4,9.5,6.3,8.9,6.6,5.1,7.0,5.0,7.6,4.7,6.5,11.5,7.0,6.5,6.6
04/2010,4.6,6.9,6.6,7.0,5.7,5.4,7.3,5.1,4.9,7.5,6.8,10.1,7.1,4.2,6.8,4.9,7.8,6.5,7.0,12.2,7.8,6.4,5.0
04/2011,4.1,6.3,5.0,6.5,4.8,5.4,6.5,5.1,5.3,6.9,6.0,9.4,6.1,3.9,6.1,4.7,7.4,5.0,5.3,13.1,6.6,5.5,4.7
04/2012,4.0,5.7,4.4,5.3,4.4,5.1,5.9,5.0,4.4,5.6,5.7,8.2,5.0,4.2,5.9,4.4,6.4,4.8,4.7,10.7,5.6,5.5,4.0
04/2013,3.6,5.5,4.6,4.6,3.8,5.1,5.9,4.7,4.9,5.7,5.0,6.7,4.7,3.6,5.7,4.1,6.2,5.3,4.4,9.1,5.4,5.5,3.7
